	ID	original_filename	Dataset	Organism	Technique	Target Element	Assay Factor	Conditions	PI	Tissue	region_type	basename	genotype	replicate	new_filename
1045	5620	5620_repset.16024308.smoothedM.clusters.gff3.depleted.gff.gz	H4K16ac;Sexed male Jil mutant;Larvae 3rd instar Sexed Male;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H4K16ac	Larvae 3rd instar Sexed Male	Karpen, G.	Larvae	depleted	5620_repset.16024308.smoothedM.clusters.gff3	Sexed male Jil mutant	0	H4K16ac_Sexed-male-Jil-mutant_Larvae_Histone-Modification_0_depleted_5620
1046	875	875_E0-4_CBP_agilent_dmel3_merged_dcc.gff.gz	nejire;Embryos 0-4 hr;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	nejire	Embryos 0-4 hr	White, K.	Embryo	enriched	875_E0-4_CBP_agilent_dmel3_merged_dcc.gff.gz	wt	0	nejire_wt_Embryo_Non-TF-Chromatin-binding-factor_0_enriched_875
1047	3402	3402_15T_8-16_NW_GFP_peaks.bed.gff.gz	eGFP;15T-hairy-GFP;Embryos 8-16 hr;ChIP-seq	D. melanogaster	ChIP-seq	Transcriptional Factor	eGFP	Embryos 8-16 hr	White, K.	Embryo	enriched	3402_15T_8-16_NW_GFP_peaks.bed.gff.gz	wt	0	eGFP_wt_Embryo_Transcriptional-Factor_0_enriched_3402
1048	2656	2656_repset.9273384.smoothedM.clusters.gff3.depleted.gff.gz	H3K4me2;Oregon-R;Embryos 14-16 hr OR;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K4me2	Embryos 14-16 hr OR	Karpen, G.	Embryo	depleted	2656_repset.9273384.smoothedM.clusters.gff3	wt	0	H3K4me2_wt_Embryo_Histone-Modification_0_depleted_2656
1049	2656	2656_repset.9273384.smoothedM.clusters.gff3.enriched.gff.gz	H3K4me2;Oregon-R;Embryos 14-16 hr OR;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K4me2	Embryos 14-16 hr OR	Karpen, G.	Embryo	enriched	2656_repset.9273384.smoothedM.clusters.gff3	wt	0	H3K4me2_wt_Embryo_Histone-Modification_0_enriched_2656
1050	3785	3785_repset.15663114.smoothedM.clusters.gff3.enriched.gff.gz	LSD1;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	LSD1	Late Embryonic stage	Karpen, G.	S2	enriched	3785_repset.15663114.smoothedM.clusters.gff3	wt	0	LSD1_wt_S2_Non-TF-Chromatin-binding-factor_0_enriched_3785
1051	3785	3785_repset.15663114.smoothedM.clusters.gff3.depleted.gff.gz	LSD1;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	LSD1	Late Embryonic stage	Karpen, G.	S2	depleted	3785_repset.15663114.smoothedM.clusters.gff3	wt	0	LSD1_wt_S2_Non-TF-Chromatin-binding-factor_0_depleted_3785
1052	3791	3791_repset.15303265.smoothedM.clusters.gff3.depleted.gff.gz	Pc;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	Pc	Late Embryonic stage	Karpen, G.	S2	depleted	3791_repset.15303265.smoothedM.clusters.gff3	wt	0	Pc_wt_S2_Non-TF-Chromatin-binding-factor_0_depleted_3791
1053	3791	3791_repset.15303265.smoothedM.clusters.gff3.enriched.gff.gz	Pc;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	Pc	Late Embryonic stage	Karpen, G.	S2	enriched	3791_repset.15303265.smoothedM.clusters.gff3	wt	0	Pc_wt_S2_Non-TF-Chromatin-binding-factor_0_enriched_3791
1054	3053	3053_repset.9700430.smoothedM.clusters.gff3.depleted.gff.gz	POF;Oregon-R;Larvae 3rd instar;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	POF	Larvae 3rd instar	Karpen, G.	Larvae	depleted	3053_repset.9700430.smoothedM.clusters.gff3	wt	0	POF_wt_Larvae_Non-TF-Chromatin-binding-factor_0_depleted_3053
1055	3053	3053_repset.9700430.smoothedM.clusters.gff3.enriched.gff.gz	POF;Oregon-R;Larvae 3rd instar;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	POF	Larvae 3rd instar	Karpen, G.	Larvae	enriched	3053_repset.9700430.smoothedM.clusters.gff3	wt	0	POF_wt_Larvae_Non-TF-Chromatin-binding-factor_0_enriched_3053
1056	3018	3018_repset.9276758.smoothedM.clusters.gff3.depleted.gff.gz	HP1b;Oregon-R;Larvae 3rd instar;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	HP1b	Larvae 3rd instar	Karpen, G.	Larvae	depleted	3018_repset.9276758.smoothedM.clusters.gff3	wt	0	HP1b_wt_Larvae_Histone-Modification_0_depleted_3018
1057	3018	3018_repset.9276758.smoothedM.clusters.gff3.enriched.gff.gz	HP1b;Oregon-R;Larvae 3rd instar;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	HP1b	Larvae 3rd instar	Karpen, G.	Larvae	enriched	3018_repset.9276758.smoothedM.clusters.gff3	wt	0	HP1b_wt_Larvae_Histone-Modification_0_enriched_3018
1058	3715	3715_repset.12058902.smoothedM.clusters.gff3.enriched.gff.gz	Su(Hw);CG8591-RNAi;ML-DmBG3-c2;Larvae 3rd instar;CNS-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	Su(Hw)	Larvae 3rd instar	Karpen, G.	ML-DmBG3	enriched	3715_repset.12058902.smoothedM.clusters.gff3	wt	0	Su(Hw)_wt_ML-DmBG3_Non-TF-Chromatin-binding-factor_0_enriched_3715
1059	3715	3715_repset.12058902.smoothedM.clusters.gff3.depleted.gff.gz	Su(Hw);CG8591-RNAi;ML-DmBG3-c2;Larvae 3rd instar;CNS-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	Su(Hw)	Larvae 3rd instar	Karpen, G.	ML-DmBG3	depleted	3715_repset.12058902.smoothedM.clusters.gff3	wt	0	Su(Hw)_wt_ML-DmBG3_Non-TF-Chromatin-binding-factor_0_depleted_3715
1060	2659	2659_repset.9273877.smoothedM.clusters.gff3.depleted.gff.gz	H3K9acS10P;ML-DmBG3-c2;Larvae 3rd instar;CNS-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K9acS10P	Larvae 3rd instar	Karpen, G.	ML-DmBG3	depleted	2659_repset.9273877.smoothedM.clusters.gff3	wt	0	H3K9acS10P_wt_ML-DmBG3_Histone-Modification_0_depleted_2659
1061	2659	2659_repset.9273877.smoothedM.clusters.gff3.enriched.gff.gz	H3K9acS10P;ML-DmBG3-c2;Larvae 3rd instar;CNS-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K9acS10P	Larvae 3rd instar	Karpen, G.	ML-DmBG3	enriched	2659_repset.9273877.smoothedM.clusters.gff3	wt	0	H3K9acS10P_wt_ML-DmBG3_Histone-Modification_0_enriched_2659
1062	3888	3888_repset.14517065.smoothedM.clusters.gff3.enriched.gff.gz	H3K36me3;Su(var) 3-9 06 17 mutant;Larvae 3rd instar;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K36me3	Larvae 3rd instar	Karpen, G.	Larvae	enriched	3888_repset.14517065.smoothedM.clusters.gff3	Su(var) 3-9 06 17 mutant	0	H3K36me3_Su(var)-3-9-06-17-mutant_Larvae_Histone-Modification_0_enriched_3888
1063	3888	3888_repset.14517065.smoothedM.clusters.gff3.depleted.gff.gz	H3K36me3;Su(var) 3-9 06 17 mutant;Larvae 3rd instar;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K36me3	Larvae 3rd instar	Karpen, G.	Larvae	depleted	3888_repset.14517065.smoothedM.clusters.gff3	Su(var) 3-9 06 17 mutant	0	H3K36me3_Su(var)-3-9-06-17-mutant_Larvae_Histone-Modification_0_depleted_3888
1064	859	859_L1_CBP_peaks.bed.gff3.gz	nejire;Y cn bw sp;Larvae L1 stage;ChIP-seq	D. melanogaster	ChIP-seq	Transcriptional Factor	nejire	Larvae L1 stage	White, K.	Larvae	enriched	859_L1_CBP_peaks.bed.gff3.gz	wt	0	nejire_wt_Larvae_Transcriptional-Factor_0_enriched_859
1065	303	303_repset.3211313.smoothedM.clusters.gff3.enriched.gff.gz	H3K36me3;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K36me3	Late Embryonic stage	Karpen, G.	S2	enriched	303_repset.3211313.smoothedM.clusters.gff3	wt	0	H3K36me3_wt_S2_Histone-Modification_0_enriched_303
1066	303	303_repset.3211313.smoothedM.clusters.gff3.depleted.gff.gz	H3K36me3;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K36me3	Late Embryonic stage	Karpen, G.	S2	depleted	303_repset.3211313.smoothedM.clusters.gff3	wt	0	H3K36me3_wt_S2_Histone-Modification_0_depleted_303
1067	2631	2631_E0-12_HDAC-496_peaks.bed.gff3.gz	HDAC6;Y cn bw sp;Embryos 0-12 hr;ChIP-seq	D. melanogaster	ChIP-seq	Non TF Chromatin binding factor	HDAC6	Embryos 0-12 hr	White, K.	Embryo	enriched	2631_E0-12_HDAC-496_peaks.bed.gff3.gz	wt	0	HDAC6_wt_Embryo_Non-TF-Chromatin-binding-factor_0_enriched_2631
1068	5092	5092_repset.17402828.enrichment.clusters.gff3.depleted.gff.gz	H3K4me1;Oregon-R;Embryos 14-16 hr OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K4me1	Embryos 14-16 hr OR	Karpen, G.	Embryo	depleted	5092_repset.17402828.enrichment.clusters.gff3	wt	0	H3K4me1_wt_Embryo_Histone-Modification_0_depleted_5092
1069	5092	5092_repset.17402828.enrichment.clusters.gff3.enriched.gff.gz	H3K4me1;Oregon-R;Embryos 14-16 hr OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K4me1	Embryos 14-16 hr OR	Karpen, G.	Embryo	enriched	5092_repset.17402828.enrichment.clusters.gff3	wt	0	H3K4me1_wt_Embryo_Histone-Modification_0_enriched_5092
1070	5092	5092_1975.enrichment.clusters.gff3.enriched.gff.gz	H3K4me1;Oregon-R;Embryos 14-16 hr OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K4me1	Embryos 14-16 hr OR	Karpen, G.	Embryo	enriched	5092_1975.enrichment.clusters.gff3	wt	1	H3K4me1_wt_Embryo_Histone-Modification_1_enriched_5092
1071	5092	5092_1958.enrichment.clusters.gff3.enriched.gff.gz	H3K4me1;Oregon-R;Embryos 14-16 hr OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K4me1	Embryos 14-16 hr OR	Karpen, G.	Embryo	enriched	5092_1958.enrichment.clusters.gff3	wt	2	H3K4me1_wt_Embryo_Histone-Modification_2_enriched_5092
1072	863	863_AdultMale_CBP_peaks.bed.gff3.gz	nejire;Y cn bw sp;Adult Male;ChIP-seq	D. melanogaster	ChIP-seq	Transcriptional Factor	nejire	Adult Male	White, K.	Adult	enriched	863_AdultMale_CBP_peaks.bed.gff3.gz	wt	0	nejire_wt_Adult_Transcriptional-Factor_0_enriched_863
1073	5090	5090_2290.enrichment.clusters.gff3.enriched.gff.gz	H3K36me1;Oregon-R;Tissue:Heads-OR:GK:1;Mixed Adult;Heads OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K36me1	Mixed Adult	Karpen, G.	Adult	enriched	5090_2290.enrichment.clusters.gff3	wt	0	H3K36me1_wt_Adult_Histone-Modification_0_enriched_5090
1074	5090	5090_repset.18482253.enrichment.clusters.gff3.enriched.gff.gz	H3K36me1;Oregon-R;Tissue:Heads-OR:GK:1;Mixed Adult;Heads OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K36me1	Mixed Adult	Karpen, G.	Adult	enriched	5090_repset.18482253.enrichment.clusters.gff3	wt	1	H3K36me1_wt_Adult_Histone-Modification_1_enriched_5090
1075	5090	5090_2289.enrichment.clusters.gff3.enriched.gff.gz	H3K36me1;Oregon-R;Tissue:Heads-OR:GK:1;Mixed Adult;Heads OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K36me1	Mixed Adult	Karpen, G.	Adult	enriched	5090_2289.enrichment.clusters.gff3	wt	2	H3K36me1_wt_Adult_Histone-Modification_2_enriched_5090
1076	3794	3794_repset.12058900.smoothedM.clusters.gff3.enriched.gff.gz	POF;POF mutant;Larvae 3rd instar;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	POF	Larvae 3rd instar	Karpen, G.	Larvae	enriched	3794_repset.12058900.smoothedM.clusters.gff3	POF mutant	0	POF_POF-mutant_Larvae_Non-TF-Chromatin-binding-factor_0_enriched_3794
1077	3794	3794_repset.12058900.smoothedM.clusters.gff3.depleted.gff.gz	POF;POF mutant;Larvae 3rd instar;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	POF	Larvae 3rd instar	Karpen, G.	Larvae	depleted	3794_repset.12058900.smoothedM.clusters.gff3	POF mutant	0	POF_POF-mutant_Larvae_Non-TF-Chromatin-binding-factor_0_depleted_3794
1078	3746	3746_repset.4161795.smoothedM.clusters.gff3.enriched.gff.gz	Chriz;Oregon-R;Embryos 14-16 hr OR;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	Chriz	Embryos 14-16 hr OR	Karpen, G.	Embryo	enriched	3746_repset.4161795.smoothedM.clusters.gff3	wt	0	Chriz_wt_Embryo_Non-TF-Chromatin-binding-factor_0_enriched_3746
1079	3746	3746_repset.4161795.smoothedM.clusters.gff3.depleted.gff.gz	Chriz;Oregon-R;Embryos 14-16 hr OR;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	Chriz	Embryos 14-16 hr OR	Karpen, G.	Embryo	depleted	3746_repset.4161795.smoothedM.clusters.gff3	wt	0	Chriz_wt_Embryo_Non-TF-Chromatin-binding-factor_0_depleted_3746
1080	944	944_repset.4623897.smoothedM.clusters.gff3.depleted.gff.gz	HP2;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	HP2	Late Embryonic stage	Karpen, G.	S2	depleted	944_repset.4623897.smoothedM.clusters.gff3	wt	0	HP2_wt_S2_Non-TF-Chromatin-binding-factor_0_depleted_944
1081	944	944_repset.4623897.smoothedM.clusters.gff3.enriched.gff.gz	HP2;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	HP2	Late Embryonic stage	Karpen, G.	S2	enriched	944_repset.4623897.smoothedM.clusters.gff3	wt	0	HP2_wt_S2_Non-TF-Chromatin-binding-factor_0_enriched_944
1082	5106	5106_repset.18482238.enrichment.clusters.gff3.depleted.gff.gz	H3K9me1;Oregon-R;Tissue:Heads-OR:GK:1;Mixed Adult;Heads OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K9me1	Mixed Adult	Karpen, G.	Adult	depleted	5106_repset.18482238.enrichment.clusters.gff3	wt	0	H3K9me1_wt_Adult_Histone-Modification_0_depleted_5106
1084	5106	5106_repset.18482238.enrichment.clusters.gff3.enriched.gff.gz	H3K9me1;Oregon-R;Tissue:Heads-OR:GK:1;Mixed Adult;Heads OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K9me1	Mixed Adult	Karpen, G.	Adult	enriched	5106_repset.18482238.enrichment.clusters.gff3	wt	0	H3K9me1_wt_Adult_Histone-Modification_0_enriched_5106
1083	5106	5106_2378.enrichment.clusters.gff3.enriched.gff.gz	H3K9me1;Oregon-R;Tissue:Heads-OR:GK:1;Mixed Adult;Heads OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K9me1	Mixed Adult	Karpen, G.	Adult	enriched	5106_2378.enrichment.clusters.gff3	wt	1	H3K9me1_wt_Adult_Histone-Modification_1_enriched_5106
1085	5106	5106_2378.enrichment.clusters.gff3.depleted.gff.gz	H3K9me1;Oregon-R;Tissue:Heads-OR:GK:1;Mixed Adult;Heads OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K9me1	Mixed Adult	Karpen, G.	Adult	depleted	5106_2378.enrichment.clusters.gff3	wt	1	H3K9me1_wt_Adult_Histone-Modification_1_depleted_5106
1086	5106	5106_2379.enrichment.clusters.gff3.enriched.gff.gz	H3K9me1;Oregon-R;Tissue:Heads-OR:GK:1;Mixed Adult;Heads OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K9me1	Mixed Adult	Karpen, G.	Adult	enriched	5106_2379.enrichment.clusters.gff3	wt	2	H3K9me1_wt_Adult_Histone-Modification_2_enriched_5106
1087	4945	4945_repset.18481350.enrichment.clusters.gff3.depleted.gff.gz	H3K79me2;Oregon-R;Embryos 14-16 hr OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K79me2	Embryos 14-16 hr OR	Karpen, G.	Embryo	depleted	4945_repset.18481350.enrichment.clusters.gff3	wt	0	H3K79me2_wt_Embryo_Histone-Modification_0_depleted_4945
1089	4945	4945_repset.18481350.enrichment.clusters.gff3.enriched.gff.gz	H3K79me2;Oregon-R;Embryos 14-16 hr OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K79me2	Embryos 14-16 hr OR	Karpen, G.	Embryo	enriched	4945_repset.18481350.enrichment.clusters.gff3	wt	0	H3K79me2_wt_Embryo_Histone-Modification_0_enriched_4945
1088	4945	4945_1978.enrichment.clusters.gff3.enriched.gff.gz	H3K79me2;Oregon-R;Embryos 14-16 hr OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K79me2	Embryos 14-16 hr OR	Karpen, G.	Embryo	enriched	4945_1978.enrichment.clusters.gff3	wt	1	H3K79me2_wt_Embryo_Histone-Modification_1_enriched_4945
1090	4945	4945_1970.enrichment.clusters.gff3.enriched.gff.gz	H3K79me2;Oregon-R;Embryos 14-16 hr OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K79me2	Embryos 14-16 hr OR	Karpen, G.	Embryo	enriched	4945_1970.enrichment.clusters.gff3	wt	2	H3K79me2_wt_Embryo_Histone-Modification_2_enriched_4945
1091	5097	5097_repset.18481749.enrichment.clusters.gff3.enriched.gff.gz	H3K4me3;Oregon-R;Larvae 3rd instar;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K4me3	Larvae 3rd instar	Karpen, G.	Larvae	enriched	5097_repset.18481749.enrichment.clusters.gff3	wt	0	H3K4me3_wt_Larvae_Histone-Modification_0_enriched_5097
1094	5097	5097_repset.18481749.enrichment.clusters.gff3.depleted.gff.gz	H3K4me3;Oregon-R;Larvae 3rd instar;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K4me3	Larvae 3rd instar	Karpen, G.	Larvae	depleted	5097_repset.18481749.enrichment.clusters.gff3	wt	0	H3K4me3_wt_Larvae_Histone-Modification_0_depleted_5097
1092	5097	5097_2337.enrichment.clusters.gff3.enriched.gff.gz	H3K4me3;Oregon-R;Larvae 3rd instar;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K4me3	Larvae 3rd instar	Karpen, G.	Larvae	enriched	5097_2337.enrichment.clusters.gff3	wt	1	H3K4me3_wt_Larvae_Histone-Modification_1_enriched_5097
1093	5097	5097_2337.enrichment.clusters.gff3.depleted.gff.gz	H3K4me3;Oregon-R;Larvae 3rd instar;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K4me3	Larvae 3rd instar	Karpen, G.	Larvae	depleted	5097_2337.enrichment.clusters.gff3	wt	1	H3K4me3_wt_Larvae_Histone-Modification_1_depleted_5097
1095	5097	5097_2336.enrichment.clusters.gff3.enriched.gff.gz	H3K4me3;Oregon-R;Larvae 3rd instar;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K4me3	Larvae 3rd instar	Karpen, G.	Larvae	enriched	5097_2336.enrichment.clusters.gff3	wt	2	H3K4me3_wt_Larvae_Histone-Modification_2_enriched_5097
1096	5135	5135_repset.18153516.smoothedM.clusters.gff3.enriched.gff.gz	H3K27me3;Oregon-R;Embryos 2-4 hr OR;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K27me3	Embryos 2-4 hr OR	Karpen, G.	Embryo	enriched	5135_repset.18153516.smoothedM.clusters.gff3	wt	0	H3K27me3_wt_Embryo_Histone-Modification_0_enriched_5135
1097	5135	5135_repset.18153516.smoothedM.clusters.gff3.depleted.gff.gz	H3K27me3;Oregon-R;Embryos 2-4 hr OR;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K27me3	Embryos 2-4 hr OR	Karpen, G.	Embryo	depleted	5135_repset.18153516.smoothedM.clusters.gff3	wt	0	H3K27me3_wt_Embryo_Histone-Modification_0_depleted_5135
1098	3056	3056_repset.4161607.smoothedM.clusters.gff3.enriched.gff.gz	Psc;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	Psc	Late Embryonic stage	Karpen, G.	S2	enriched	3056_repset.4161607.smoothedM.clusters.gff3	wt	0	Psc_wt_S2_Non-TF-Chromatin-binding-factor_0_enriched_3056
1099	3056	3056_repset.4161607.smoothedM.clusters.gff3.depleted.gff.gz	Psc;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	Psc	Late Embryonic stage	Karpen, G.	S2	depleted	3056_repset.4161607.smoothedM.clusters.gff3	wt	0	Psc_wt_S2_Non-TF-Chromatin-binding-factor_0_depleted_3056
1100	5583	5583_2365.enrichment.clusters.gff3.enriched.gff.gz	H3K27me3;Oregon-R;Tissue:Heads-OR:GK:1;Mixed Adult;Heads OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K27me3	Mixed Adult	Karpen, G.	Adult	enriched	5583_2365.enrichment.clusters.gff3	wt	0	H3K27me3_wt_Adult_Histone-Modification_0_enriched_5583
1102	5583	5583_2365.enrichment.clusters.gff3.depleted.gff.gz	H3K27me3;Oregon-R;Tissue:Heads-OR:GK:1;Mixed Adult;Heads OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K27me3	Mixed Adult	Karpen, G.	Adult	depleted	5583_2365.enrichment.clusters.gff3	wt	0	H3K27me3_wt_Adult_Histone-Modification_0_depleted_5583
1101	5583	5583_repset.18972734.enrichment.clusters.gff3.enriched.gff.gz	H3K27me3;Oregon-R;Tissue:Heads-OR:GK:1;Mixed Adult;Heads OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K27me3	Mixed Adult	Karpen, G.	Adult	enriched	5583_repset.18972734.enrichment.clusters.gff3	wt	1	H3K27me3_wt_Adult_Histone-Modification_1_enriched_5583
1103	5583	5583_2364.enrichment.clusters.gff3.enriched.gff.gz	H3K27me3;Oregon-R;Tissue:Heads-OR:GK:1;Mixed Adult;Heads OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K27me3	Mixed Adult	Karpen, G.	Adult	enriched	5583_2364.enrichment.clusters.gff3	wt	2	H3K27me3_wt_Adult_Histone-Modification_2_enriched_5583
1104	3000	3000_repset.9273385.smoothedM.clusters.gff3.enriched.gff.gz	H3K27me2;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K27me2	Late Embryonic stage	Karpen, G.	S2	enriched	3000_repset.9273385.smoothedM.clusters.gff3	wt	0	H3K27me2_wt_S2_Histone-Modification_0_enriched_3000
1105	3000	3000_repset.9273385.smoothedM.clusters.gff3.depleted.gff.gz	H3K27me2;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K27me2	Late Embryonic stage	Karpen, G.	S2	depleted	3000_repset.9273385.smoothedM.clusters.gff3	wt	0	H3K27me2_wt_S2_Histone-Modification_0_depleted_3000
1106	4200	4200_repset.17401345.smoothedM.clusters.gff3.depleted.gff.gz	Su(var)3-7;Oregon-R;Mixed Adult;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	Su(var)3-7	Mixed Adult	Karpen, G.	Adult	depleted	4200_repset.17401345.smoothedM.clusters.gff3	wt	0	Su(var)3-7_wt_Adult_Non-TF-Chromatin-binding-factor_0_depleted_4200
1107	4200	4200_repset.17401345.smoothedM.clusters.gff3.enriched.gff.gz	Su(var)3-7;Oregon-R;Mixed Adult;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	Su(var)3-7	Mixed Adult	Karpen, G.	Adult	enriched	4200_repset.17401345.smoothedM.clusters.gff3	wt	0	Su(var)3-7_wt_Adult_Non-TF-Chromatin-binding-factor_0_enriched_4200
1108	4951	4951_2240.enrichment.clusters.gff3.enriched.gff.gz	H3K23ac;Oregon-R;Larvae 3rd instar;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K23ac	Larvae 3rd instar	Karpen, G.	Larvae	enriched	4951_2240.enrichment.clusters.gff3	wt	0	H3K23ac_wt_Larvae_Histone-Modification_0_enriched_4951
1109	4951	4951_repset.18481347.enrichment.clusters.gff3.enriched.gff.gz	H3K23ac;Oregon-R;Larvae 3rd instar;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K23ac	Larvae 3rd instar	Karpen, G.	Larvae	enriched	4951_repset.18481347.enrichment.clusters.gff3	wt	1	H3K23ac_wt_Larvae_Histone-Modification_1_enriched_4951
1110	4951	4951_2239.enrichment.clusters.gff3.enriched.gff.gz	H3K23ac;Oregon-R;Larvae 3rd instar;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K23ac	Larvae 3rd instar	Karpen, G.	Larvae	enriched	4951_2239.enrichment.clusters.gff3	wt	2	H3K23ac_wt_Larvae_Histone-Modification_2_enriched_4951
1111	394	394_L2_H3K27Ac_merged_dcc.gff.gz	H3K27ac;Y cn bw sp;Larvae L2 stage;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K27ac	Larvae L2 stage	White, K.	Larvae	enriched	394_L2_H3K27Ac_merged_dcc.gff.gz	wt	0	H3K27ac_wt_Larvae_Histone-Modification_0_enriched_394
1112	839	839_E20-24_H3K27Ac_input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3.gz	H3K27ac;Y cn bw sp;Embryos 20-24 hr;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K27ac	Embryos 20-24 hr	White, K.	Embryo	enriched	839_E20-24_H3K27Ac_input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3.gz	wt	0	H3K27ac_wt_Embryo_Histone-Modification_0_enriched_839
